amount,balance,cancelYn,date,storeId,transactionId
91513,338,N,2022-09-13,5460431,cc07167a-c20-4589-9548-000000030980
39513,324,Y,2022-10-14,2033931,cc17167a-c21-4589-9548-000000030981
54210,741,N,2022-11-15,595361,cc27167a-c22-4589-9548-000000030982
24304,498,N,2022-12-16,5603431,cc37167a-c23-4589-9548-000000030983
28968,373,N,2022-01-17,6717131,cc47167a-c24-4589-9548-000000030984
50290,510,Y,2022-02-18,5460431,cc57167a-c25-4589-9548-000000030985
22122,955,Y,2022-03-19,2033931,cc67167a-c26-4589-9548-000000030986
41462,379,N,2022-04-20,595361,cc77167a-c27-4589-9548-000000030987
17472,835,Y,2022-05-21,5603431,cc87167a-c28-4589-9548-000000030988
23627,303,Y,2022-06-22,6717131,cc97167a-c29-4589-9548-000000030989
69302,912,Y,2022-07-23,5460431,cc07167a-c20-4589-9548-000000030990
85564,197,Y,2022-08-24,2033931,cc17167a-c21-4589-9548-000000030991
10476,777,Y,2022-09-25,595361,cc27167a-c22-4589-9548-000000030992
67640,235,Y,2022-10-26,5603431,cc37167a-c23-4589-9548-000000030993
24407,1,N,2022-11-27,6717131,cc47167a-c24-4589-9548-000000030994
93276,94,N,2022-12-28,5460431,cc57167a-c25-4589-9548-000000030995
1021,298,N,2022-01-01,2033931,cc67167a-c26-4589-9548-000000030996
65739,360,N,2022-02-02,595361,cc77167a-c27-4589-9548-000000030997
66000,390,N,2022-03-03,5603431,cc87167a-c28-4589-9548-000000030998
10705,899,Y,2022-04-04,6717131,cc97167a-c29-4589-9548-000000030999
85721,443,Y,2022-05-05,5460431,cc07167a-c20-4589-9548-000000031000
77429,999,N,2022-06-06,2033931,cc17167a-c21-4589-9548-000000031001
85193,687,N,2022-07-07,595361,cc27167a-c22-4589-9548-000000031002
31745,523,N,2022-08-08,5603431,cc37167a-c23-4589-9548-000000031003
29106,323,N,2022-09-09,6717131,cc47167a-c24-4589-9548-000000031004
40929,283,Y,2022-10-10,5460431,cc57167a-c25-4589-9548-000000031005
54970,241,N,2022-11-11,2033931,cc67167a-c26-4589-9548-000000031006
61177,10,N,2022-12-12,595361,cc77167a-c27-4589-9548-000000031007
11900,562,Y,2022-01-13,5603431,cc87167a-c28-4589-9548-000000031008
58865,383,Y,2022-02-14,6717131,cc97167a-c29-4589-9548-000000031009
31326,199,N,2022-03-15,5460431,cc07167a-c20-4589-9548-000000031010
54824,771,Y,2022-04-16,2033931,cc17167a-c21-4589-9548-000000031011
34383,810,N,2022-05-17,595361,cc27167a-c22-4589-9548-000000031012
75123,385,Y,2022-06-18,5603431,cc37167a-c23-4589-9548-000000031013
29559,835,N,2022-07-19,6717131,cc47167a-c24-4589-9548-000000031014
12822,533,Y,2022-08-20,5460431,cc57167a-c25-4589-9548-000000031015
43117,192,Y,2022-09-21,2033931,cc67167a-c26-4589-9548-000000031016
15373,48,Y,2022-10-22,595361,cc77167a-c27-4589-9548-000000031017
70082,468,N,2022-11-23,5603431,cc87167a-c28-4589-9548-000000031018
32758,578,Y,2022-12-24,6717131,cc97167a-c29-4589-9548-000000031019
48259,41,Y,2022-01-25,5460431,cc07167a-c20-4589-9548-000000031020
81343,515,N,2022-02-26,2033931,cc17167a-c21-4589-9548-000000031021
78111,816,Y,2022-03-27,595361,cc27167a-c22-4589-9548-000000031022
58326,64,N,2022-04-28,5603431,cc37167a-c23-4589-9548-000000031023
95206,94,Y,2022-05-01,6717131,cc47167a-c24-4589-9548-000000031024
51449,277,N,2022-06-02,5460431,cc57167a-c25-4589-9548-000000031025
83282,613,N,2022-07-03,2033931,cc67167a-c26-4589-9548-000000031026
46620,814,N,2022-08-04,595361,cc77167a-c27-4589-9548-000000031027
69404,547,N,2022-09-05,5603431,cc87167a-c28-4589-9548-000000031028
63837,157,N,2022-10-06,6717131,cc97167a-c29-4589-9548-000000031029
86460,47,N,2022-11-07,5460431,cc07167a-c20-4589-9548-000000031030
26068,305,Y,2022-12-08,2033931,cc17167a-c21-4589-9548-000000031031
36561,519,Y,2022-01-09,595361,cc27167a-c22-4589-9548-000000031032
37712,260,Y,2022-02-10,5603431,cc37167a-c23-4589-9548-000000031033
28584,173,N,2022-03-11,6717131,cc47167a-c24-4589-9548-000000031034
95785,670,N,2022-04-12,5460431,cc57167a-c25-4589-9548-000000031035
57261,414,Y,2022-05-13,2033931,cc67167a-c26-4589-9548-000000031036
96008,710,N,2022-06-14,595361,cc77167a-c27-4589-9548-000000031037
20832,125,Y,2022-07-15,5603431,cc87167a-c28-4589-9548-000000031038
4475,695,N,2022-08-16,6717131,cc97167a-c29-4589-9548-000000031039
61375,512,Y,2022-09-17,5460431,cc07167a-c20-4589-9548-000000031040
19441,346,N,2022-10-18,2033931,cc17167a-c21-4589-9548-000000031041
69138,799,N,2022-11-19,595361,cc27167a-c22-4589-9548-000000031042
68674,769,N,2022-12-20,5603431,cc37167a-c23-4589-9548-000000031043
60522,55,N,2022-01-21,6717131,cc47167a-c24-4589-9548-000000031044
43430,208,N,2022-02-22,5460431,cc57167a-c25-4589-9548-000000031045
61255,65,N,2022-03-23,2033931,cc67167a-c26-4589-9548-000000031046
72904,185,N,2022-04-24,595361,cc77167a-c27-4589-9548-000000031047
31542,113,Y,2022-05-25,5603431,cc87167a-c28-4589-9548-000000031048
66169,851,N,2022-06-26,6717131,cc97167a-c29-4589-9548-000000031049
81696,635,Y,2022-07-27,5460431,cc07167a-c20-4589-9548-000000031050
41784,359,N,2022-08-28,2033931,cc17167a-c21-4589-9548-000000031051
4027,764,Y,2022-09-01,595361,cc27167a-c22-4589-9548-000000031052
21945,708,N,2022-10-02,5603431,cc37167a-c23-4589-9548-000000031053
9626,419,Y,2022-11-03,6717131,cc47167a-c24-4589-9548-000000031054
38236,321,Y,2022-12-04,5460431,cc57167a-c25-4589-9548-000000031055
85410,318,N,2022-01-05,2033931,cc67167a-c26-4589-9548-000000031056
12388,826,N,2022-02-06,595361,cc77167a-c27-4589-9548-000000031057
14310,706,N,2022-03-07,5603431,cc87167a-c28-4589-9548-000000031058
39430,797,N,2022-04-08,6717131,cc97167a-c29-4589-9548-000000031059
44683,566,Y,2022-05-09,5460431,cc07167a-c20-4589-9548-000000031060
20964,508,N,2022-06-10,2033931,cc17167a-c21-4589-9548-000000031061
59025,382,Y,2022-07-11,595361,cc27167a-c22-4589-9548-000000031062
97807,611,Y,2022-08-12,5603431,cc37167a-c23-4589-9548-000000031063
76226,106,Y,2022-09-13,6717131,cc47167a-c24-4589-9548-000000031064
68543,672,Y,2022-10-14,5460431,cc57167a-c25-4589-9548-000000031065
89320,299,Y,2022-11-15,2033931,cc67167a-c26-4589-9548-000000031066
81388,438,Y,2022-12-16,595361,cc77167a-c27-4589-9548-000000031067
41071,726,N,2022-01-17,5603431,cc87167a-c28-4589-9548-000000031068
44480,320,N,2022-02-18,6717131,cc97167a-c29-4589-9548-000000031069
27273,150,Y,2022-03-19,5460431,cc07167a-c20-4589-9548-000000031070
33435,231,Y,2022-04-20,2033931,cc17167a-c21-4589-9548-000000031071
91473,181,Y,2022-05-21,595361,cc27167a-c22-4589-9548-000000031072
82984,715,Y,2022-06-22,5603431,cc37167a-c23-4589-9548-000000031073
98384,267,N,2022-07-23,6717131,cc47167a-c24-4589-9548-000000031074
50047,663,Y,2022-08-24,5460431,cc57167a-c25-4589-9548-000000031075
69075,586,Y,2022-09-25,2033931,cc67167a-c26-4589-9548-000000031076
30575,437,N,2022-10-26,595361,cc77167a-c27-4589-9548-000000031077
4671,694,N,2022-11-27,5603431,cc87167a-c28-4589-9548-000000031078
23851,235,N,2022-12-28,6717131,cc97167a-c29-4589-9548-000000031079
71053,527,Y,2022-01-01,5460431,cc07167a-c20-4589-9548-000000031080
53055,678,N,2022-02-02,2033931,cc17167a-c21-4589-9548-000000031081
28245,176,Y,2022-03-03,595361,cc27167a-c22-4589-9548-000000031082
7356,697,N,2022-04-04,5603431,cc37167a-c23-4589-9548-000000031083
80194,92,N,2022-05-05,6717131,cc47167a-c24-4589-9548-000000031084
72575,990,N,2022-06-06,5460431,cc57167a-c25-4589-9548-000000031085
52398,415,Y,2022-07-07,2033931,cc67167a-c26-4589-9548-000000031086
11544,28,N,2022-08-08,595361,cc77167a-c27-4589-9548-000000031087
41796,771,Y,2022-09-09,5603431,cc87167a-c28-4589-9548-000000031088
66075,740,Y,2022-10-10,6717131,cc97167a-c29-4589-9548-000000031089
90927,809,Y,2022-11-11,5460431,cc07167a-c20-4589-9548-000000031090
83641,414,N,2022-12-12,2033931,cc17167a-c21-4589-9548-000000031091
68756,5,N,2022-01-13,595361,cc27167a-c22-4589-9548-000000031092
14339,597,N,2022-02-14,5603431,cc37167a-c23-4589-9548-000000031093
9821,83,N,2022-03-15,6717131,cc47167a-c24-4589-9548-000000031094
59256,722,Y,2022-04-16,5460431,cc57167a-c25-4589-9548-000000031095
70864,990,Y,2022-05-17,2033931,cc67167a-c26-4589-9548-000000031096
45811,40,Y,2022-06-18,595361,cc77167a-c27-4589-9548-000000031097
90529,238,N,2022-07-19,5603431,cc87167a-c28-4589-9548-000000031098
38538,761,N,2022-08-20,6717131,cc97167a-c29-4589-9548-000000031099
99589,937,N,2022-09-21,5460431,cc07167a-c20-4589-9548-000000031100
78945,456,Y,2022-10-22,2033931,cc17167a-c21-4589-9548-000000031101
99136,316,N,2022-11-23,595361,cc27167a-c22-4589-9548-000000031102
81209,983,N,2022-12-24,5603431,cc37167a-c23-4589-9548-000000031103
22196,69,N,2022-01-25,6717131,cc47167a-c24-4589-9548-000000031104
90197,624,N,2022-02-26,5460431,cc57167a-c25-4589-9548-000000031105
90776,650,N,2022-03-27,2033931,cc67167a-c26-4589-9548-000000031106
63637,236,N,2022-04-28,595361,cc77167a-c27-4589-9548-000000031107
42076,491,Y,2022-05-01,5603431,cc87167a-c28-4589-9548-000000031108
96471,401,N,2022-06-02,6717131,cc97167a-c29-4589-9548-000000031109
55614,577,N,2022-07-03,5460431,cc07167a-c20-4589-9548-000000031110
66425,265,Y,2022-08-04,2033931,cc17167a-c21-4589-9548-000000031111
31451,515,Y,2022-09-05,595361,cc27167a-c22-4589-9548-000000031112
9935,179,N,2022-10-06,5603431,cc37167a-c23-4589-9548-000000031113
51027,237,Y,2022-11-07,6717131,cc47167a-c24-4589-9548-000000031114
47454,676,Y,2022-12-08,5460431,cc57167a-c25-4589-9548-000000031115
37922,759,N,2022-01-09,2033931,cc67167a-c26-4589-9548-000000031116
25295,32,Y,2022-02-10,595361,cc77167a-c27-4589-9548-000000031117
29095,904,Y,2022-03-11,5603431,cc87167a-c28-4589-9548-000000031118
18444,877,N,2022-04-12,6717131,cc97167a-c29-4589-9548-000000031119
36657,27,Y,2022-05-13,5460431,cc07167a-c20-4589-9548-000000031120
66384,808,Y,2022-06-14,2033931,cc17167a-c21-4589-9548-000000031121
11999,371,N,2022-07-15,595361,cc27167a-c22-4589-9548-000000031122
74918,90,N,2022-08-16,5603431,cc37167a-c23-4589-9548-000000031123
31822,353,N,2022-09-17,6717131,cc47167a-c24-4589-9548-000000031124
17147,556,Y,2022-10-18,5460431,cc57167a-c25-4589-9548-000000031125
76751,942,N,2022-11-19,2033931,cc67167a-c26-4589-9548-000000031126
6483,225,Y,2022-12-20,595361,cc77167a-c27-4589-9548-000000031127
64869,63,Y,2022-01-21,5603431,cc87167a-c28-4589-9548-000000031128
21497,812,N,2022-02-22,6717131,cc97167a-c29-4589-9548-000000031129
51094,263,N,2022-03-23,5460431,cc07167a-c20-4589-9548-000000031130
2490,371,N,2022-04-24,2033931,cc17167a-c21-4589-9548-000000031131
42925,143,N,2022-05-25,595361,cc27167a-c22-4589-9548-000000031132
38498,423,Y,2022-06-26,5603431,cc37167a-c23-4589-9548-000000031133
49246,723,Y,2022-07-27,6717131,cc47167a-c24-4589-9548-000000031134
23710,277,N,2022-08-28,5460431,cc57167a-c25-4589-9548-000000031135
80590,27,N,2022-09-01,2033931,cc67167a-c26-4589-9548-000000031136
97213,342,N,2022-10-02,595361,cc77167a-c27-4589-9548-000000031137
61563,293,N,2022-11-03,5603431,cc87167a-c28-4589-9548-000000031138
27058,290,N,2022-12-04,6717131,cc97167a-c29-4589-9548-000000031139
49796,3,Y,2022-01-05,5460431,cc07167a-c20-4589-9548-000000031140
21551,626,Y,2022-02-06,2033931,cc17167a-c21-4589-9548-000000031141
66340,824,Y,2022-03-07,595361,cc27167a-c22-4589-9548-000000031142
53087,90,N,2022-04-08,5603431,cc37167a-c23-4589-9548-000000031143
12411,270,N,2022-05-09,6717131,cc47167a-c24-4589-9548-000000031144
74990,368,Y,2022-06-10,5460431,cc57167a-c25-4589-9548-000000031145
88926,885,Y,2022-07-11,2033931,cc67167a-c26-4589-9548-000000031146
79262,285,N,2022-08-12,595361,cc77167a-c27-4589-9548-000000031147
76577,581,N,2022-09-13,5603431,cc87167a-c28-4589-9548-000000031148
64532,741,N,2022-10-14,6717131,cc97167a-c29-4589-9548-000000031149
40236,17,Y,2022-11-15,5460431,cc07167a-c20-4589-9548-000000031150
32874,782,N,2022-12-16,2033931,cc17167a-c21-4589-9548-000000031151
96443,675,Y,2022-01-17,595361,cc27167a-c22-4589-9548-000000031152
90382,40,Y,2022-02-18,5603431,cc37167a-c23-4589-9548-000000031153
47480,810,N,2022-03-19,6717131,cc47167a-c24-4589-9548-000000031154
87352,80,N,2022-04-20,5460431,cc57167a-c25-4589-9548-000000031155
40482,25,Y,2022-05-21,2033931,cc67167a-c26-4589-9548-000000031156
25638,224,N,2022-06-22,595361,cc77167a-c27-4589-9548-000000031157
43139,656,N,2022-07-23,5603431,cc87167a-c28-4589-9548-000000031158
45488,980,N,2022-08-24,6717131,cc97167a-c29-4589-9548-000000031159
52027,507,N,2022-09-25,5460431,cc07167a-c20-4589-9548-000000031160
20134,256,N,2022-10-26,2033931,cc17167a-c21-4589-9548-000000031161
65367,641,Y,2022-11-27,595361,cc27167a-c22-4589-9548-000000031162
25834,717,N,2022-12-28,5603431,cc37167a-c23-4589-9548-000000031163
79793,542,N,2022-01-01,6717131,cc47167a-c24-4589-9548-000000031164
92597,622,Y,2022-02-02,5460431,cc57167a-c25-4589-9548-000000031165
41120,589,Y,2022-03-03,2033931,cc67167a-c26-4589-9548-000000031166
97577,984,Y,2022-04-04,595361,cc77167a-c27-4589-9548-000000031167
42778,51,Y,2022-05-05,5603431,cc87167a-c28-4589-9548-000000031168
64094,271,N,2022-06-06,6717131,cc97167a-c29-4589-9548-000000031169
8960,171,Y,2022-07-07,5460431,cc07167a-c20-4589-9548-000000031170
48483,522,N,2022-08-08,2033931,cc17167a-c21-4589-9548-000000031171
8000,281,Y,2022-09-09,595361,cc27167a-c22-4589-9548-000000031172
17575,382,N,2022-10-10,5603431,cc37167a-c23-4589-9548-000000031173
16555,286,N,2022-11-11,6717131,cc47167a-c24-4589-9548-000000031174
70889,639,Y,2022-12-12,5460431,cc57167a-c25-4589-9548-000000031175
56280,704,N,2022-01-13,2033931,cc67167a-c26-4589-9548-000000031176
40273,36,Y,2022-02-14,595361,cc77167a-c27-4589-9548-000000031177
67708,518,Y,2022-03-15,5603431,cc87167a-c28-4589-9548-000000031178
93305,447,N,2022-04-16,6717131,cc97167a-c29-4589-9548-000000031179
30965,306,Y,2022-05-17,5460431,cc07167a-c20-4589-9548-000000031180
88581,168,Y,2022-06-18,2033931,cc17167a-c21-4589-9548-000000031181
84574,348,N,2022-07-19,595361,cc27167a-c22-4589-9548-000000031182
35821,532,N,2022-08-20,5603431,cc37167a-c23-4589-9548-000000031183
92547,250,N,2022-09-21,6717131,cc47167a-c24-4589-9548-000000031184
55324,379,N,2022-10-22,5460431,cc57167a-c25-4589-9548-000000031185
66852,985,N,2022-11-23,2033931,cc67167a-c26-4589-9548-000000031186
87856,216,Y,2022-12-24,595361,cc77167a-c27-4589-9548-000000031187
66347,452,N,2022-01-25,5603431,cc87167a-c28-4589-9548-000000031188
17551,832,N,2022-02-26,6717131,cc97167a-c29-4589-9548-000000031189
75862,390,N,2022-03-27,5460431,cc07167a-c20-4589-9548-000000031190
86388,794,Y,2022-04-28,2033931,cc17167a-c21-4589-9548-000000031191
89474,99,N,2022-05-01,595361,cc27167a-c22-4589-9548-000000031192
41279,800,N,2022-06-02,5603431,cc37167a-c23-4589-9548-000000031193
78127,740,Y,2022-07-03,6717131,cc47167a-c24-4589-9548-000000031194
94623,762,N,2022-08-04,5460431,cc57167a-c25-4589-9548-000000031195
71257,14,N,2022-09-05,2033931,cc67167a-c26-4589-9548-000000031196
43492,110,Y,2022-10-06,595361,cc77167a-c27-4589-9548-000000031197
44405,324,N,2022-11-07,5603431,cc87167a-c28-4589-9548-000000031198
94771,242,N,2022-12-08,6717131,cc97167a-c29-4589-9548-000000031199
93786,221,Y,2022-01-09,5460431,cc07167a-c20-4589-9548-000000031200
5463,269,N,2022-02-10,2033931,cc17167a-c21-4589-9548-000000031201
81919,170,N,2022-03-11,595361,cc27167a-c22-4589-9548-000000031202
18138,695,Y,2022-04-12,5603431,cc37167a-c23-4589-9548-000000031203
43359,287,Y,2022-05-13,6717131,cc47167a-c24-4589-9548-000000031204
20309,64,N,2022-06-14,5460431,cc57167a-c25-4589-9548-000000031205
37110,801,Y,2022-07-15,2033931,cc67167a-c26-4589-9548-000000031206
71962,534,N,2022-08-16,595361,cc77167a-c27-4589-9548-000000031207
5792,693,Y,2022-09-17,5603431,cc87167a-c28-4589-9548-000000031208
23699,480,Y,2022-10-18,6717131,cc97167a-c29-4589-9548-000000031209
22245,166,Y,2022-11-19,5460431,cc07167a-c20-4589-9548-000000031210
72477,95,Y,2022-12-20,2033931,cc17167a-c21-4589-9548-000000031211
98198,114,Y,2022-01-21,595361,cc27167a-c22-4589-9548-000000031212
239,562,Y,2022-02-22,5603431,cc37167a-c23-4589-9548-000000031213
91,153,N,2022-03-23,6717131,cc47167a-c24-4589-9548-000000031214
98665,101,N,2022-04-24,5460431,cc57167a-c25-4589-9548-000000031215
80824,301,Y,2022-05-25,2033931,cc67167a-c26-4589-9548-000000031216
82708,900,Y,2022-06-26,595361,cc77167a-c27-4589-9548-000000031217
98094,876,Y,2022-07-27,5603431,cc87167a-c28-4589-9548-000000031218
69928,678,N,2022-08-28,6717131,cc97167a-c29-4589-9548-000000031219
20475,556,Y,2022-09-01,5460431,cc07167a-c20-4589-9548-000000031220
21118,583,N,2022-10-02,2033931,cc17167a-c21-4589-9548-000000031221
12403,253,Y,2022-11-03,595361,cc27167a-c22-4589-9548-000000031222
32938,610,N,2022-12-04,5603431,cc37167a-c23-4589-9548-000000031223
40906,573,Y,2022-01-05,6717131,cc47167a-c24-4589-9548-000000031224
7425,744,N,2022-02-06,5460431,cc57167a-c25-4589-9548-000000031225
89206,509,N,2022-03-07,2033931,cc67167a-c26-4589-9548-000000031226
49541,848,Y,2022-04-08,595361,cc77167a-c27-4589-9548-000000031227
69344,168,Y,2022-05-09,5603431,cc87167a-c28-4589-9548-000000031228
81252,653,N,2022-06-10,6717131,cc97167a-c29-4589-9548-000000031229
13471,470,N,2022-07-11,5460431,cc07167a-c20-4589-9548-000000031230
16661,687,Y,2022-08-12,2033931,cc17167a-c21-4589-9548-000000031231
80195,596,N,2022-09-13,595361,cc27167a-c22-4589-9548-000000031232
93893,390,Y,2022-10-14,5603431,cc37167a-c23-4589-9548-000000031233
42215,294,N,2022-11-15,6717131,cc47167a-c24-4589-9548-000000031234
15376,985,Y,2022-12-16,5460431,cc57167a-c25-4589-9548-000000031235
27147,8,Y,2022-01-17,2033931,cc67167a-c26-4589-9548-000000031236
56408,133,Y,2022-02-18,595361,cc77167a-c27-4589-9548-000000031237
54778,11,Y,2022-03-19,5603431,cc87167a-c28-4589-9548-000000031238
92054,964,N,2022-04-20,6717131,cc97167a-c29-4589-9548-000000031239
65619,303,N,2022-05-21,5460431,cc07167a-c20-4589-9548-000000031240
36503,405,Y,2022-06-22,2033931,cc17167a-c21-4589-9548-000000031241
14466,304,N,2022-07-23,595361,cc27167a-c22-4589-9548-000000031242
70081,783,N,2022-08-24,5603431,cc37167a-c23-4589-9548-000000031243
1048,479,Y,2022-09-25,6717131,cc47167a-c24-4589-9548-000000031244
28286,891,Y,2022-10-26,5460431,cc57167a-c25-4589-9548-000000031245
10730,78,N,2022-11-27,2033931,cc67167a-c26-4589-9548-000000031246
12828,720,N,2022-12-28,595361,cc77167a-c27-4589-9548-000000031247
47806,714,N,2022-01-01,5603431,cc87167a-c28-4589-9548-000000031248
17131,798,Y,2022-02-02,6717131,cc97167a-c29-4589-9548-000000031249
11850,271,N,2022-03-03,5460431,cc07167a-c20-4589-9548-000000031250
97182,656,Y,2022-04-04,2033931,cc17167a-c21-4589-9548-000000031251
47057,98,N,2022-05-05,595361,cc27167a-c22-4589-9548-000000031252
22173,240,N,2022-06-06,5603431,cc37167a-c23-4589-9548-000000031253
9253,445,N,2022-07-07,6717131,cc47167a-c24-4589-9548-000000031254
66282,763,Y,2022-08-08,5460431,cc57167a-c25-4589-9548-000000031255
83440,560,N,2022-09-09,2033931,cc67167a-c26-4589-9548-000000031256
51138,510,Y,2022-10-10,595361,cc77167a-c27-4589-9548-000000031257
94843,166,N,2022-11-11,5603431,cc87167a-c28-4589-9548-000000031258
2430,169,N,2022-12-12,6717131,cc97167a-c29-4589-9548-000000031259
53344,725,N,2022-01-13,5460431,cc07167a-c20-4589-9548-000000031260
35025,21,N,2022-02-14,2033931,cc17167a-c21-4589-9548-000000031261
97684,69,N,2022-03-15,595361,cc27167a-c22-4589-9548-000000031262
60500,889,Y,2022-04-16,5603431,cc37167a-c23-4589-9548-000000031263
48437,144,Y,2022-05-17,6717131,cc47167a-c24-4589-9548-000000031264
67732,94,N,2022-06-18,5460431,cc57167a-c25-4589-9548-000000031265
3880,638,N,2022-07-19,2033931,cc67167a-c26-4589-9548-000000031266
20255,70,Y,2022-08-20,595361,cc77167a-c27-4589-9548-000000031267
78403,157,N,2022-09-21,5603431,cc87167a-c28-4589-9548-000000031268
27104,621,Y,2022-10-22,6717131,cc97167a-c29-4589-9548-000000031269
97202,350,N,2022-11-23,5460431,cc07167a-c20-4589-9548-000000031270
5714,855,N,2022-12-24,2033931,cc17167a-c21-4589-9548-000000031271
5908,436,Y,2022-01-25,595361,cc27167a-c22-4589-9548-000000031272
1349,491,N,2022-02-26,5603431,cc37167a-c23-4589-9548-000000031273
1893,879,N,2022-03-27,6717131,cc47167a-c24-4589-9548-000000031274
65886,838,N,2022-04-28,5460431,cc57167a-c25-4589-9548-000000031275
14453,265,N,2022-05-01,2033931,cc67167a-c26-4589-9548-000000031276
28104,85,N,2022-06-02,595361,cc77167a-c27-4589-9548-000000031277
64602,118,Y,2022-07-03,5603431,cc87167a-c28-4589-9548-000000031278
35845,717,N,2022-08-04,6717131,cc97167a-c29-4589-9548-000000031279
14704,300,N,2022-09-05,5460431,cc07167a-c20-4589-9548-000000031280
98265,606,N,2022-10-06,2033931,cc17167a-c21-4589-9548-000000031281
68301,353,Y,2022-11-07,595361,cc27167a-c22-4589-9548-000000031282
54327,289,N,2022-12-08,5603431,cc37167a-c23-4589-9548-000000031283
20712,596,Y,2022-01-09,6717131,cc47167a-c24-4589-9548-000000031284
92745,120,N,2022-02-10,5460431,cc57167a-c25-4589-9548-000000031285
23812,846,Y,2022-03-11,2033931,cc67167a-c26-4589-9548-000000031286
49364,628,Y,2022-04-12,595361,cc77167a-c27-4589-9548-000000031287
97627,907,N,2022-05-13,5603431,cc87167a-c28-4589-9548-000000031288
81367,523,N,2022-06-14,6717131,cc97167a-c29-4589-9548-000000031289
79046,179,N,2022-07-15,5460431,cc07167a-c20-4589-9548-000000031290
96214,142,N,2022-08-16,2033931,cc17167a-c21-4589-9548-000000031291
43212,703,Y,2022-09-17,595361,cc27167a-c22-4589-9548-000000031292
74862,347,N,2022-10-18,5603431,cc37167a-c23-4589-9548-000000031293
61695,40,Y,2022-11-19,6717131,cc47167a-c24-4589-9548-000000031294
26648,425,Y,2022-12-20,5460431,cc57167a-c25-4589-9548-000000031295
27140,528,Y,2022-01-21,2033931,cc67167a-c26-4589-9548-000000031296
47824,937,Y,2022-02-22,595361,cc77167a-c27-4589-9548-000000031297
16428,130,Y,2022-03-23,5603431,cc87167a-c28-4589-9548-000000031298
44716,125,Y,2022-04-24,6717131,cc97167a-c29-4589-9548-000000031299
29240,797,Y,2022-05-25,5460431,cc07167a-c20-4589-9548-000000031300
32151,295,Y,2022-06-26,2033931,cc17167a-c21-4589-9548-000000031301
55241,219,Y,2022-07-27,595361,cc27167a-c22-4589-9548-000000031302
35894,427,N,2022-08-28,5603431,cc37167a-c23-4589-9548-000000031303
66730,533,Y,2022-09-01,6717131,cc47167a-c24-4589-9548-000000031304
78892,181,N,2022-10-02,5460431,cc57167a-c25-4589-9548-000000031305
14004,397,N,2022-11-03,2033931,cc67167a-c26-4589-9548-000000031306
84271,262,N,2022-12-04,595361,cc77167a-c27-4589-9548-000000031307
76218,832,N,2022-01-05,5603431,cc87167a-c28-4589-9548-000000031308
32136,927,Y,2022-02-06,6717131,cc97167a-c29-4589-9548-000000031309
56859,321,Y,2022-03-07,5460431,cc07167a-c20-4589-9548-000000031310
44589,286,Y,2022-04-08,2033931,cc17167a-c21-4589-9548-000000031311
70348,558,Y,2022-05-09,595361,cc27167a-c22-4589-9548-000000031312
89558,645,Y,2022-06-10,5603431,cc37167a-c23-4589-9548-000000031313
69041,539,N,2022-07-11,6717131,cc47167a-c24-4589-9548-000000031314
38749,865,Y,2022-08-12,5460431,cc57167a-c25-4589-9548-000000031315
22513,375,N,2022-09-13,2033931,cc67167a-c26-4589-9548-000000031316
54136,427,N,2022-10-14,595361,cc77167a-c27-4589-9548-000000031317
77650,267,Y,2022-11-15,5603431,cc87167a-c28-4589-9548-000000031318
94655,396,N,2022-12-16,6717131,cc97167a-c29-4589-9548-000000031319
10456,461,N,2022-01-17,5460431,cc07167a-c20-4589-9548-000000031320
28928,45,Y,2022-02-18,2033931,cc17167a-c21-4589-9548-000000031321
39973,781,Y,2022-03-19,595361,cc27167a-c22-4589-9548-000000031322
48816,789,N,2022-04-20,5603431,cc37167a-c23-4589-9548-000000031323
74596,732,Y,2022-05-21,6717131,cc47167a-c24-4589-9548-000000031324
25950,197,Y,2022-06-22,5460431,cc57167a-c25-4589-9548-000000031325
6456,39,N,2022-07-23,2033931,cc67167a-c26-4589-9548-000000031326
91535,954,N,2022-08-24,595361,cc77167a-c27-4589-9548-000000031327
44579,807,Y,2022-09-25,5603431,cc87167a-c28-4589-9548-000000031328
80891,769,N,2022-10-26,6717131,cc97167a-c29-4589-9548-000000031329
95981,219,Y,2022-11-27,5460431,cc07167a-c20-4589-9548-000000031330
86598,996,N,2022-12-28,2033931,cc17167a-c21-4589-9548-000000031331
87958,203,Y,2022-01-01,595361,cc27167a-c22-4589-9548-000000031332
39521,892,N,2022-02-02,5603431,cc37167a-c23-4589-9548-000000031333
33056,428,Y,2022-03-03,6717131,cc47167a-c24-4589-9548-000000031334
33128,898,N,2022-04-04,5460431,cc57167a-c25-4589-9548-000000031335
44973,785,N,2022-05-05,2033931,cc67167a-c26-4589-9548-000000031336
6617,244,N,2022-06-06,595361,cc77167a-c27-4589-9548-000000031337
8598,307,N,2022-07-07,5603431,cc87167a-c28-4589-9548-000000031338
95957,280,N,2022-08-08,6717131,cc97167a-c29-4589-9548-000000031339
52533,346,N,2022-09-09,5460431,cc07167a-c20-4589-9548-000000031340
98869,809,Y,2022-10-10,2033931,cc17167a-c21-4589-9548-000000031341
14965,436,Y,2022-11-11,595361,cc27167a-c22-4589-9548-000000031342
80521,690,Y,2022-12-12,5603431,cc37167a-c23-4589-9548-000000031343
83469,77,Y,2022-01-13,6717131,cc47167a-c24-4589-9548-000000031344
